Expandable Memory Type,Secondary Camera Resolution,Charging Type,SIM Count,Secondary Camera,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Display Resolution,Colour Name,Display Type,Display Resolution Type,Operating System Version,Operating System,Voice Calling Capability,Fast Charging,Network Frequency Band,Processor Name,Number of Cores,Primary Camera Feature,Flash,Model Year,Network Type,Condition,Model Number,Model Name,Primary Camera (MP),Title,Price,Brand,Rating,Product Image,Product Link,Processor Speed,Product Weight,Operating System Number,Processor Number,What's In The Box,Glass Technology,Video Recording Resolution Type,Water/Dust Properties,Finish,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Refresh Rates,Sensor,Camera Type,Battery Type,Pixels Per Inch,Network,Audio Jack,Wireless
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Emerald Green,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM  6GB RAM 256GB 4G - Emerald Green, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-emerald-green-with-honor-x6-earbuds-white/N70070457V/p/?o=be0b92ad992f323a,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.78 in,Nano SIM,1284x2778,Ocean Cyan,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,5109BFWC / ELP-NX9,HONOR 200 Pro,50+50+12 Mp,200 Pro 5G Dual SIM Ocean Cyan 12GB RAM + 512GB - Middle East Version,EGP 35999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091785V/45/_/1720687160/8bb06ead-2f40-4675-9e7c-3bbabd3e4b3a.jpg', 'https://f.nooncdn.com/p/pnsku/N70091787V/45/_/1720687168/3c0d5687-c5c3-47eb-99b9-2ccdc42b96d7.jpg', 'https://f.nooncdn.com/p/pnsku/N70091786V/45/_/1720687158/d18e377d-e130-4654-9ea2-2177a0f1c995.jpg']",https://www.noon.com/egypt-en/200-pro-5g-dual-sim-ocean-cyan-12gb-ram-512gb-middle-east-version/N70091786V/p/?o=b0f742f4bb4107af,,,,,,,,,,,,,,,,,,,,,
,,Micro USB,Single SIM,,4 MB,1000 mAh,4 GB,International Version,1.8 in,Normal SIM,,black,,,,,,,,,,,,2023,4G,,Nokia 106,Nokia 106,,NOKIA 106 2023 Dual SIM –Black,EGP 940.00 Inclusive of VAT,NOKIA,3.2,[],https://www.noon.com/egypt-en/nokia-106-2023-dual-sim-black/N70010648V/p/?o=f5706b1e8ad6868f,,,,,,,,,,,,,,,,No Camera,,,,,
MicroSD,,Micro USB,Dual SIM,,6 GB,5000 mAh,128 GB,Middle East Version,6.71 in,Nano SIM,,Blue,IPS LCD,,Android 12,Android,Yes,,LTE,MediaTek Helio,Octa Core,,LED,2023,4G,New,Redmi 12C,Redmi 12C,,Redmi 12C Dual SIM Ocean Blue 6GB RAM 128GB 4G    -Middle East Version,EGP 5870.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-12c-dual-sim-ocean-blue-6gb-ram-128gb-4g-middle-east-version/N70015972V/p/?o=d289b570084cf4bf,2 GHz,,12,MediaTek Helio G85 (12nm),,,,,,,,,,60Hz,,,,,,,
,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5030 mAh,128 GB,Middle East Version,6.79 in,Nano SIM,,Midnight Black,,,Android 14,Android,Yes,,LTE,,,,,,4G,New,2404ARN45A,Redmi 13,108+2MP,Redmi 13 Dual SIM Midnight Black 8GB RAM 128GB 4G - Middle East Version,EGP 7499.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-13-dual-sim-midnight-black-8gb-ram-128gb-4g-middle-east-version/N70105381V/p/?o=a026a8906448b4cc,,,,,,,,,,,,,,,,,,,,,
MicroSD,16 MP,Type-C,Dual SIM,16 - 31.9 MP,6 GB,4000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,2310x1080,Midnight Black,,,,Android,,Yes,LTE/UMTS,Qualcomm,Octa Core,,,2022,,New,TFY-LX2,X8,64,X8 Dual SIM Midnight Black 6GB RAM 128GB 4G - Middle East Version,EGP 7499.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/v1686131997/N52792408A_1.jpg', 'https://f.nooncdn.com/p/v1686131999/N52792409A_1.jpg', 'https://f.nooncdn.com/p/v1686131999/N52792410A_1.jpg']",https://www.noon.com/egypt-en/x8-dual-sim-midnight-black-6gb-ram-128gb-4g-middle-east-version/N52792408A/p/?o=b06d88061fc4db4f,,,11,SM6225,"Charger, USB Cable",Gorilla Glass,,Water Resistant,Aluminum,6.93 in,2.4 in,3.54 in,512 GB,90Hz,Virtual proximity sensing,,,391 ppi,,,
,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5030 mAh,128 GB,Middle East Version,6.79 in,Nano SIM,,Ocean Blue,,,Android 14,Android,Yes,,LTE,,,,,,4G,New,2404ARN45A,Redmi 13,108+2MP,Redmi 13 Dual SIM Ocean Blue 8GB RAM 128GB 4G - Middle East Version,EGP 7499.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-13-dual-sim-ocean-blue-8gb-ram-128gb-4g-middle-east-version/N70105382V/p/?o=f45908b5a40f643e,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,12 GB,4235 mAh,512 GB,Middle East Version,7.3 in,Nano SIM,1812x2176,Cream,AMOLED,Full HD,,Android,,Yes,GSM/LTE/UMTS,,Octa Core,Triple,LED,2023,5G,,"BSM-F946BE/5D, SM-F946B/DS",Galaxy Z Fold5,12+12+16,Galaxy Z Fold 5 Dual SIM Cream 12GB RAM 512GB 5G - Middle East Version,EGP 64999.00 Inclusive of VAT,Samsung,4.1,"['https://f.nooncdn.com/p/pnsku/N53418084A/45/_/1712245640/2cfdb8c2-419e-443c-9bc2-b55a619afbd9.jpg', 'https://f.nooncdn.com/p/pnsku/N53418110A/45/_/1712245642/97cb24ca-c97f-4f1e-a015-4c912cee851f.jpg', 'https://f.nooncdn.com/p/pnsku/N53418091A/45/_/1712245642/5bf41916-c2a2-4d21-8153-f740eba37f7b.jpg']",https://www.noon.com/egypt-en/galaxy-z-fold-5-dual-sim-cream-12gb-ram-512gb-5g-middle-east-version/N53418084A/p/?o=a1bbed6c9d446e3a,,,,,,,4K Ultra HD,Water Resistant and Dust Resistant,,,,,,120Hz,"Fingerprint Scanner, Digital Compass, gyroscope",,,,,Type-C,
,,,Dual SIM,,8 GB,5000 mAh,128 GB,International Version,6.64 in,Nano SIM,,garden green,,,Android 13,Android,,,,,,,,,,New,Vivo Y27s,Vivo Y27s,,Y27s Dual SIM Garden Green 8GB RAM 128GB 4G LTE,EGP 8950.00 Inclusive of VAT,vivo,4.5,[],https://www.noon.com/egypt-en/y27s-dual-sim-garden-green-8gb-ram-128gb-4g-lte/N70043178V/p/?o=c1d18470077e494a,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Red,,,,,,,,,,,,,,New,,,,"A12 Dual SIM, 64GB Memory, 4GB RAM, Maroon Red",EGP 3399.00 Inclusive of VAT,IKU,3.8,"['https://f.nooncdn.com/p/pzsku/Z8E68E535924E8B9EA5C7Z/45/_/1659616197/6952f54b-a535-48df-859c-d1beed5eb4d6.jpg', 'https://f.nooncdn.com/p/pzsku/ZDB4355E7CA9A356FBF5EZ/45/_/1659641899/5b9d8143-eea4-452d-bcc9-66c13f85745c.jpg', 'https://f.nooncdn.com/p/pzsku/ZE901DAD647DEB73C09FCZ/45/_/1659003669/c19dbf1d-b7b5-4163-9176-6f01888e5d77.jpg', 'https://f.nooncdn.com/p/pzsku/Z77862C6534FCD6DFF37DZ/45/_/1725366849/cb195b70-019e-4d91-a380-2fbc5545c776.jpg', 'https://f.nooncdn.com/p/pzsku/Z425FC95C235E196D8D3EZ/45/_/1718190571/1b2891cc-e243-4c6c-8c95-dc8c95573255.jpg']",https://www.noon.com/egypt-en/a12-dual-sim-64gb-memory-4gb-ram-maroon-red/ZE901DAD647DEB73C09FCZ/p/?o=ze901dad647deb73c09fcz-1,,,,,,,,,,,,,,,,,,,,,
,,Micro USB,Dual SIM,,48 MB,1450 mAh,128 MB,Middle East Version,1.8 in,Nano SIM,,Ocean Blue,,,,,,,GSM/LTE/UMTS,,,,,2023,4G,,Nokia 105 4G TA-1546 DS,105,,105 (2023) Dual SIM Ocean Blue 48MB RAM 128MB 4G - Middle East Version,EGP 888.00 Inclusive of VAT,NOKIA,4.0,"['https://f.nooncdn.com/p/v1688727701/N53418638A_1.jpg', 'https://f.nooncdn.com/p/v1688725846/N53418633A_1.jpg']",https://www.noon.com/egypt-en/105-2023-dual-sim-ocean-blue-48mb-ram-128mb-4g-middle-east-version/N53418633A/p/?o=e52f66942abc878b,,,,,,,,,,,,,,,,No Camera,,,,,
MicroSD,8 MP,Micro USB,Dual SIM,8 - 11.9 MP,3 GB,5000 mAh,64 GB,International Version,6.5 in,Nano SIM,720x1600,Blue,IPS LCD,HD,Android 10(Q),Android,,Yes,GSM/HSDPA,MediaTek Helio,Quad Core,Triple,LED,2022,,New,X6823,Smart 6 Plus,8,Smart 6 Plus Dual Sim Tranquil Sea Blue 3Gb 64Gb 4G Lte,EGP 4400.00 Inclusive of VAT,Infinix,4.5,"['https://f.nooncdn.com/p/v1671960851/N50136402A_1.jpg', 'https://f.nooncdn.com/p/v1671960852/N50136400A_1.jpg', 'https://f.nooncdn.com/p/v1671960852/N50256529A_1.jpg']",https://www.noon.com/egypt-en/smart-6-plus-dual-sim-tranquil-sea-blue-3gb-64gb-4g-lte/N50136402A/p/?o=ea3c209a6129f01b,2 GHz,,10,G25,,Gorilla Glass,1080p,,,,,,256 GB,,"Accelerometer, gyroscope, fingerprint_scanner",,,,,,
,,,Dual SIM,,4 GB,5000 mAh,64 GB,Middle East Version,6.51 in,Nano SIM,,Orchid Blue,,,,,,,,,,,,,,New,Vivo Y02T,Y02T,,Y02T Dual SIM Orchid Blue 4GB 64GB 4G,EGP 4750.00 Inclusive of VAT,vivo,4.3,"['https://f.nooncdn.com/p/pnsku/N70021964V/45/_/1699259695/563f5cd7-0c54-499b-a7be-2b8ed3174ed5.jpg', 'https://f.nooncdn.com/p/pnsku/N70021963V/45/_/1699259760/2f6710b8-d328-48d6-9332-e032a34bb43a.jpg']",https://www.noon.com/egypt-en/y02t-dual-sim-orchid-blue-4gb-64gb-4g/N70021963V/p/?o=df3e856f9ba8cf4b,,,,,,,,,,,,,,,,,,,,,
,,,,,2 GB,4000 mAh,32 GB,,6.1 in,,,,,,,,,,,,,,,,,,,,,A23 Dual Sim 2GB RAM 32GB internal memory 6.1 inches-SLATE GREY,EGP 2549.00 Inclusive of VAT,IKU,3.0,"['https://f.nooncdn.com/p/pzsku/Z5B8C45471DAB1E32D65EZ/45/_/1725965403/343e124c-9343-4572-9dbf-bd7ed8c9abd3.jpg', 'https://f.nooncdn.com/p/pzsku/Z6FF568BC3A4484C2BC30Z/45/_/1663756795/a645024a-1ee2-4997-a8ee-8609aa1a2e38.jpg', 'https://f.nooncdn.com/p/pzsku/ZF75A4A14EF168EB200B7Z/45/_/1663669546/91f9be7d-f248-4856-b18b-9ba8db5c2473.jpg', 'https://f.nooncdn.com/p/pzsku/ZEA0946915DE260BEB9D4Z/45/_/1725965481/dbd38a25-6066-498a-a05f-07c14b4951a0.jpg']",https://www.noon.com/egypt-en/a23-dual-sim-2gb-ram-32gb-internal-memory-6-1-inches-slate-grey/ZEA0946915DE260BEB9D4Z/p/?o=zea0946915de260beb9d4z-1,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,8 GB,5000 mAh,128 GB,Egypt Version,6.6 in,Nano SIM,,Awesome Lime,,,,,,,,,,,,,,,Galaxy A34,Galaxy A34,,Galaxy A34 Dual Sim Awesome Lime 8GB RAM 128GB 5G -Egypt Version,EGP 12099.00 Inclusive of VAT,Samsung,4.7,[],https://www.noon.com/egypt-en/galaxy-a34-dual-sim-awesome-lime-8gb-ram-128gb-5g-egypt-version/N53415815A/p/?o=f3b6eab0e863c5dd,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.6 in,Nano SIM,,Moonlit Violet,,,,Android,Yes,,,,,,,,4G,New,A60S / A662LM,A60S,8MP,A60S Dual SIM Moonlit Violet 4GB RAM 128GB 4G - Middle East Version,EGP 4100.00 Inclusive of VAT,ITEL,4.4,"['https://f.nooncdn.com/p/pnsku/N53420649A/45/_/1705844447/49dec8e2-dfb7-49b0-98ae-d3d6c86d2266.jpg', 'https://f.nooncdn.com/p/pnsku/N53436087A/45/_/1694672798/1a6d02ed-f1d7-45bf-b978-5ea106fbc0bd.jpg', 'https://f.nooncdn.com/p/pnsku/N53420650A/45/_/1697116022/c19ca3ea-0a51-438e-86e4-128283734074.jpg']",https://www.noon.com/egypt-en/a60s-dual-sim-moonlit-violet-4gb-ram-128gb-4g-middle-east-version/N53436087A/p/?o=f952e7cfc862f01d,,,,,,,,,,,,,None None,,,,,,,,
,,Type-C,Dual SIM,,4 GB,5000 mAh,128 GB,International Version,6.71 in,Nano SIM,,Forest Green,,,,,,,LTE,,,,,,,New,Redmi A3,Redmi A3,,Redmi A3 Dual Sim Forest Green 4Gb Ram 128Gb 4G - Global Version,EGP 4967.20 Inclusive of VAT,Xiaomi,5.0,[],https://www.noon.com/egypt-en/redmi-a3-dual-sim-forest-green-4gb-ram-128gb-4g-global-version/N70052310V/p/?o=d823535f8f7a75dd,,,,,Mobile Phone | Adapter | USB Type-C Cable | SIM Eject Tool | Quick Start Guide | Safety Information,,,,,,,,,,,,,,,,
,8 MP,Type-C,Dual SIM,8 - 11.9 MP,4 GB,4000 mAh,64 GB,,6.8 in,,720x1600,Twilight Blue,HD,HD+,Android 12,Android,,,LTE,,Octa Core,Triple,Yes,,4G,New,,,16,"IKU X8 Dual Sim, 4+3GB Ram, 64GB Internal Memory,4G LTE - Twilight Blue",EGP 3950.00 Inclusive of VAT,IKU,N/A,"['https://f.nooncdn.com/p/pzsku/Z6369F02A2AA3636FF8ADZ/45/_/1725195870/334014fb-ea4c-44c3-91ad-68046909d077.jpg', 'https://f.nooncdn.com/p/pzsku/Z819C0077085C67D948C2Z/45/_/1724240851/9f0e5000-243a-4c3f-9ee4-672b5e5efd7b.jpg', 'https://f.nooncdn.com/p/pzsku/Z32087BAD630B74AAB012Z/45/_/1725195263/80dc3e12-88a3-4c5e-808b-7a1b04ba3a07.jpg', 'https://f.nooncdn.com/p/pzsku/ZDFF53155091BCB2E4639Z/45/_/1724247118/21c201a7-6aad-459e-8a83-7cfdaee74459.jpg']",https://www.noon.com/egypt-en/iku-x8-dual-sim-4-3gb-ram-64gb-internal-memory-4g-lte-twilight-blue/ZDFF53155091BCB2E4639Z/p/?o=zdff53155091bcb2e4639z-1,,,,,,,,,,,,,,,,,,,,3.5 mm,4G/3G/Wireless/Bluetooth
,5 MP,,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,International Version,6.71 in,Nano SIM,,SIM Midnight Black,,,Android 14,Android,,10w,,MediaTek Helio,,,Yes,,4G,New,Redmi A3,Redmi A3,8,Redmi A3 Dual Sim Midnight Black 4Gb Ram 128Gb 4G - Global Version,EGP 4799.00 Inclusive of VAT,Xiaomi,4.0,[],https://www.noon.com/egypt-en/redmi-a3-dual-sim-midnight-black-4gb-ram-128gb-4g-global-version/N70054051V/p/?o=fef1dfa5dfea997e,,,,,,,,,,,,,,,,,,,,,
MicroSD,5 MP,Micro USB,Dual SIM,5 - 7.9 MP,3 GB,5000 mAh,64 GB,International Version,6.52 in,Nano SIM,,Black,IPS LCD,HD+,,Android,,Yes,LTE,,Octa Core,Dual,LED,2023,4G,,23028RNCAG,Redmi A2+,8MP AI Dual camera,Redmi A2+ Dual SIM Black 3GB RAM 64GB 4G - Global Version,EGP 4560.00 Inclusive of VAT,Xiaomi,4.3,"['https://f.nooncdn.com/p/v1689910380/N53421452A_1.jpg', 'https://f.nooncdn.com/p/v1689910381/N53421453A_1.jpg', 'https://f.nooncdn.com/p/v1689910341/N53421451A_1.jpg']",https://www.noon.com/egypt-en/redmi-a2-dual-sim-black-3gb-ram-64gb-4g-global-version/N53421452A/p/?o=d6fa7611772880da,2.2 GHz,192 g,13,G36,"Redmi A2+ Mobile, 10W Charger, Micro USB Cable",Gorilla Glass,1080p,,Plastic,164.9 mm,9.09 mm,76.75 mm,1 TB,,,,,,,,
,,,Dual SIM,,6 GB,5000 mAh,128 GB,Middle East Version,6.71 in,Nano SIM,,Ocean Blue,,,,,,,,,,,,,,New,Redmi 12C,Redmi 12C,,Redmi 12C Dual SIM Ocean Blue 6GB RAM 128GB 4G,EGP 6399.00 Inclusive of VAT,Xiaomi,4.3,[],https://www.noon.com/egypt-en/redmi-12c-dual-sim-ocean-blue-6gb-ram-128gb-4g/N70014672V/p/?o=b5f1b664874ac13c,,,,,,,,,,,,,,,,,,,,,
MicroSD,,Micro USB,Dual SIM,,32 MB,2700 mAh,32 MB,,2.4 in,SIM (Standard),240x320,Grey,,VGA,,,,no,GSM,,,Single,,,,,R300,,,R300 Dual SIM Grey 32MB RAM 32MB 2G,EGP 580.00 Inclusive of VAT,IKU,N/A,[],https://www.noon.com/egypt-en/r300-dual-sim-grey-32mb-ram-32mb-2g/N34622840A/p/?o=b3fa88a9044fb49a,,110 g,,,"Phone, Charger, Manual",,,,,113 mm,13.9 mm,48.1 mm,8 GB,,,Primary Camera,Lithium Ion,,2g,,
,,,,,2 GB,4000 mAh,32 GB,,6.1 in,,,,,,,,,,,,,,,,,,,,,A23 Dual Sim 2GB RAM 32GB internal memory 6.1 inches - Maroon,EGP 2549.00 Inclusive of VAT,IKU,3.6,"['https://f.nooncdn.com/p/pzsku/Z5B8C45471DAB1E32D65EZ/45/_/1725965403/343e124c-9343-4572-9dbf-bd7ed8c9abd3.jpg', 'https://f.nooncdn.com/p/pzsku/Z6FF568BC3A4484C2BC30Z/45/_/1663756795/a645024a-1ee2-4997-a8ee-8609aa1a2e38.jpg', 'https://f.nooncdn.com/p/pzsku/ZF75A4A14EF168EB200B7Z/45/_/1663669546/91f9be7d-f248-4856-b18b-9ba8db5c2473.jpg', 'https://f.nooncdn.com/p/pzsku/ZEA0946915DE260BEB9D4Z/45/_/1725965481/dbd38a25-6066-498a-a05f-07c14b4951a0.jpg']",https://www.noon.com/egypt-en/a23-dual-sim-2gb-ram-32gb-internal-memory-6-1-inches-maroon/Z6FF568BC3A4484C2BC30Z/p/?o=z6ff568bc3a4484c2bc30z-1,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,8 GB,5000 mAh,256 GB,International Version,6.74 in,Nano SIM,,mighty black,,,,Android,,,,,,,,,,New,C53,C53,,"C53 Dual SIM, 8GB RAM, 256GB, 4G, Mighty Black - International version",EGP 7888.00 Inclusive of VAT,realme,5.0,[],https://www.noon.com/egypt-en/c53-dual-sim-8gb-ram-256gb-4g-mighty-black-international-version/N70072465V/p/?o=c0eb22db97832eda,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,32 MB,1000 mAh,32 MB,,1.77 in,SIM (Standard),128x160,Gold,,,,,,,GSM,,,,,,,,,,.08MP,"K351 Dual Sim, 1.77 inches, 32 MB ROM+32 MB RAM, 1000mAh battery - Gold",EGP 477.00 Inclusive of VAT,KXD,2.3,"['https://f.nooncdn.com/p/pzsku/ZF6A4D5602C540658A6BEZ/45/_/1713790911/72c4dfd3-baeb-44cf-babf-12d9b8a13e5e.jpg', 'https://f.nooncdn.com/p/pzsku/ZE8A4C29493104A55F1FBZ/45/_/1713791307/2b474167-0732-4e80-9e07-156fab9e0d3d.jpg', 'https://f.nooncdn.com/p/pzsku/ZF0CBF05AD3FD9092DB2CZ/45/_/1713790225/78448c5f-e30b-478e-9a47-075ab2fb2285.jpg']",https://www.noon.com/egypt-en/k351-dual-sim-1-77-inches-32-mb-rom-32-mb-ram-1000mah-battery-gold/ZF0CBF05AD3FD9092DB2CZ/p/?o=zf0cbf05ad3fd9092db2cz-1,,,,,,,,,,,,,,,,,Lithium Ion,,2G GSM(850MHz/900MHz/1800MHz/1900MHz),3.5 mm,
MicroSD,,Micro USB,Dual SIM,,4 GB,5000 mAh,128 GB,Middle East Version,6.71 in,Nano SIM,,Blue,IPS LCD,,Android 12,Android,Yes,,LTE,MediaTek Helio,Octa Core,,LED,2023,4G,New,Redmi 12C,Redmi 12C,,Redmi 12C Dual SIM Ocean Blue 4GB RAM 128GB 4G-Middle East Version,EGP 5590.00 Inclusive of VAT,Xiaomi,3.7,[],https://www.noon.com/egypt-en/redmi-12c-dual-sim-ocean-blue-4gb-ram-128gb-4g-middle-east-version/N70015997V/p/?o=d388200128b7e31d,2 GHz,,12,MediaTek Helio G85 (12nm),,,,,,,,,,60Hz,,,,,,,
,,,,,2 GB,4000 mAh,32 GB,,61 in,,,,,,,,,,,,,,,,,,,,,A23 Dual Sim 2GB RAM 32GB internal memory 6.1 inches - Forest green,EGP 2549.00 Inclusive of VAT,IKU,3.7,"['https://f.nooncdn.com/p/pzsku/Z5B8C45471DAB1E32D65EZ/45/_/1725965403/343e124c-9343-4572-9dbf-bd7ed8c9abd3.jpg', 'https://f.nooncdn.com/p/pzsku/Z6FF568BC3A4484C2BC30Z/45/_/1663756795/a645024a-1ee2-4997-a8ee-8609aa1a2e38.jpg', 'https://f.nooncdn.com/p/pzsku/ZF75A4A14EF168EB200B7Z/45/_/1663669546/91f9be7d-f248-4856-b18b-9ba8db5c2473.jpg', 'https://f.nooncdn.com/p/pzsku/ZEA0946915DE260BEB9D4Z/45/_/1725965481/dbd38a25-6066-498a-a05f-07c14b4951a0.jpg']",https://www.noon.com/egypt-en/a23-dual-sim-2gb-ram-32gb-internal-memory-6-1-inches-forest-green/Z5B8C45471DAB1E32D65EZ/p/?o=z5b8c45471dab1e32d65ez-1,,,,,,,,,,,,,,,,,,,,,
,,,,,4 GB,,64 GB,,,,,Green,,,,,,,,,,,,,,,,,,"IKU A12 Dual SIM, 64GB Memory, 4GB RAM, Velvet Green",EGP 3399.00 Inclusive of VAT,IKU,2.9,"['https://f.nooncdn.com/p/pzsku/Z8E68E535924E8B9EA5C7Z/45/_/1659616197/6952f54b-a535-48df-859c-d1beed5eb4d6.jpg', 'https://f.nooncdn.com/p/pzsku/ZDB4355E7CA9A356FBF5EZ/45/_/1659641899/5b9d8143-eea4-452d-bcc9-66c13f85745c.jpg', 'https://f.nooncdn.com/p/pzsku/ZE901DAD647DEB73C09FCZ/45/_/1659003669/c19dbf1d-b7b5-4163-9176-6f01888e5d77.jpg', 'https://f.nooncdn.com/p/pzsku/Z77862C6534FCD6DFF37DZ/45/_/1725366849/cb195b70-019e-4d91-a380-2fbc5545c776.jpg', 'https://f.nooncdn.com/p/pzsku/Z425FC95C235E196D8D3EZ/45/_/1718190571/1b2891cc-e243-4c6c-8c95-dc8c95573255.jpg']",https://www.noon.com/egypt-en/iku-a12-dual-sim-64gb-memory-4gb-ram-velvet-green/Z8E68E535924E8B9EA5C7Z/p/?o=z8e68e535924e8b9ea5c7z-1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,IKU F102 Dual SIM Mobile Phone  – Green,EGP 430.00 Inclusive of VAT,IKU,2.8,"['https://f.nooncdn.com/p/pzsku/Z7FFC021C5B2B07CC4814Z/45/_/1727091674/9c033249-9b8c-45e2-b7b1-a5da6c99cc56.jpg', 'https://f.nooncdn.com/p/pzsku/Z50C02CA51574B6F3662DZ/45/_/1684669930/ce715f90-84e8-4a22-9f08-7351f6da85e1.jpg', 'https://f.nooncdn.com/p/pzsku/Z371D238BB75AC42A5832Z/45/_/1684670079/84fa79db-42ed-446b-9e82-1efe6f856a13.jpg', 'https://f.nooncdn.com/p/pzsku/Z1710E8A73D962F3D8A39Z/45/_/1684667717/95ad7f2b-ab9c-4ae6-b245-3b947c0ffa45.jpg']",https://www.noon.com/egypt-en/iku-f102-dual-sim-mobile-phone-green/Z371D238BB75AC42A5832Z/p/?o=z371d238bb75ac42a5832z-1,,,,,,,,,,,,,,,,,,,,,
MicroSD,,,Dual SIM,,4 MB,800 mAh,4 MB,Egypt Version,1.77 in,SIM (Standard),,Ocean Blue,TFT,,,Nokia OS,,,GSM,,,Single,,2019,,,Nokia 110,Nokia 110,,110 Dual SIM Ocean Blue 4MB 2G,EGP 990.00 Inclusive of VAT,NOKIA,3.9,[],https://www.noon.com/egypt-en/110-dual-sim-ocean-blue-4mb-2g/N30216122A/p/?o=e096be1681f17b4f,,,,N/A,,,,,,115.2 mm,49.9 mm,14.3 mm,32 GB,,,Primary Camera,Lithium Ion,113,2G,,
No Expandable Memory,12 MP,Type-C,Dual SIM,12 - 15.9 MP,6 GB,2815 mAh,128 GB,International Version,6.1 in,Nano + eSIM,,Graphite,OLED,,,iOS,,Yes,Not Applicable,A14 Bionic,,,,2020,,New,iPhone 12 Pro,iPhone 12 Pro,12+12+12MP,iPhone 12 Pro With Facetime 128GB Graphite 5G - International Specs,EGP 31550.00 Inclusive of VAT,Apple,4.5,"['https://f.nooncdn.com/p/v1686131967/N41247239A_1.jpg', 'https://f.nooncdn.com/p/v1686205661/N41247234A_1.jpg', 'https://f.nooncdn.com/p/v1686131967/N41247216A_1.jpg', 'https://f.nooncdn.com/p/v1686131964/N41246629A_1.jpg']",https://www.noon.com/egypt-en/iphone-12-pro-with-facetime-128gb-graphite-5g-international-specs/N41247234A/p/?o=e487b851dbb1df1a,,,,,,,,,,,,,,,,,,460,,,
,,Type-C,Dual SIM,,8 GB,5000 mAh,128 GB,Middle East Version,6.79 in,Nano SIM,,Silver,,,,Android,Yes,,GSM/LTE,MediaTek Helio,,,LED,2023,4G,New,Redmi 12,Redmi 12,,Redmi 12 Dual SIM Polar Silver 8GB RAM 128GB 4G-Middle East Version,EGP 7499.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-12-dual-sim-polar-silver-8gb-ram-128gb-4g-middle-east-version/N70015961V/p/?o=f55a298fc83d084e,,,,MediaTek Helio G88(12nm),,,,,,,,,,90Hz,,,,,,,
